iter;Cost;Best Cost;sim_time;eval_time;valid_runs;kp_pos_x;kp_pos_y;kp_pos_z;kd_pos_x;kd_pos_y;kd_pos_z;kp_or_x;kp_or_y;kp_or_z;kd_or_x;kd_or_y;kd_or_z
181;15.5508;9.95751;68.1157;68.1157;1;152.778;39.4444;171.667;38.3333;38.3333;38.3333;40.25;4.91667;75.5833;3.375;12.2417;16.675
182;129.713;9.95751;24.3104;24.3104;1;45.7407;45.7407;58.3333;77.2222;60.5556;77.8395;78.5278;63.8056;4.91667;13.7194;18.8917;1.15833
183;104.48;9.95751;21.8444;21.8444;1;94.0123;33.1481;31.0494;75.3704;58.7037;79.0741;49.0833;78.5278;0.990741;19.8769;5.34537;0.419444
184;18.0051;9.95751;69.3773;69.3773;1;190.556;159.074;177.963;38.3333;38.3333;32.7778;37.3056;25.5278;49.0833;6.33056;14.4583;10.025
185;111.743;9.95751;22.2285;22.2285;1;146.481;31.0494;87.716;77.2222;64.2593;71.6667;52.0278;79.5093;1.97222;19.6306;6.82315;1.15833
186;16.4364;9.95751;66.5992;66.5992;1;165.37;33.1481;171.667;38.3333;38.3333;38.3333;10.8056;1.97222;40.25;19.8769;10.7639;16.675
187;112.606;9.95751;22.6779;22.6779;1;87.716;33.1481;89.8148;79.0741;72.9012;67.963;69.6944;79.5093;1.97222;12.9806;0.173148;18.3991
188;110.051;9.95751;36.6191;36.6191;1;52.037;31.0494;87.716;55;53.1481;71.0494;43.1944;79.5093;10.8056;19.8769;6.82315;6.33056
189;106.575;9.95751;33.8896;33.8896;1;89.8148;83.5185;198.951;55;56.8519;38.3333;26.5093;1.97222;78.5278;7.06944;19.8769;18.3991
190;104.924;9.95751;79.0523;79.0523;1;31.0494;31.0494;31.0494;53.1481;54.3827;55;1.97222;79.5093;1.97222;19.6306;0.419444;1.65093
191;99.349;9.95751;23.4403;23.4403;1;33.1481;33.1481;31.0494;75.3704;54.3827;35.8642;44.1759;79.5093;36.3241;19.8769;0.419444;10.7639
192;135.77;9.95751;22.6519;22.6519;1;64.6296;83.5185;37.3457;72.284;77.2222;77.2222;45.1574;71.6574;34.3611;13.7194;13.2269;0.173148
193;104.705;9.95751;46.8798;46.8799;1;89.8148;33.1481;31.0494;57.4691;38.3333;32.1605;44.1759;78.5278;1.97222;19.8769;0.173148;18.1528
194;108.854;9.95751;103.878;103.878;1;165.37;152.778;184.259;38.3333;49.4444;32.7778;1.97222;4.91667;75.5833;1.89722;14.4583;12.9806
195;104.616;9.95751;49.1999;49.1999;1;64.6296;190.556;171.667;55;49.4444;32.7778;4.91667;22.5833;66.75;18.8917;3.375;18.8917
196;105.996;9.95751;22.9007;22.9007;1;142.284;196.852;31.0494;64.2593;47.5926;79.0741;28.4722;78.5278;1.97222;13.7194;7.06944;7.06944
197;103.482;9.95751;27.9312;27.9312;1;144.383;33.1481;33.1481;30.3086;59.321;79.0741;32.3981;79.5093;1.97222;6.33056;1.15833;0.173148
198;105.733;9.95751;23.0745;23.0745;1;33.1481;33.1481;142.284;79.0741;45.7407;47.5926;78.5278;46.1389;78.5278;19.8769;12.9806;19.6306
199;110.56;9.95751;85.8374;85.8374;1;196.852;146.481;106.605;30.3086;51.2963;38.3333;2.9537;7.86111;54.9722;6.57685;0.173148;0.173148
200;104.904;9.95751;21.8148;21.8149;1;152.778;83.5185;39.4444;77.2222;71.6667;71.6667;66.75;63.8056;22.5833;1.89722;12.2417;3.375
