iter;Cost;Best Cost;sim_time;eval_time;valid_runs;kp_pos_x;kp_pos_y;kp_pos_z;kd_pos_x;kd_pos_y;kd_pos_z;kp_or_x;kp_or_y;kp_or_z;kd_or_x;kd_or_y;kd_or_z
183;142.921;6.65793;23.9712;23.9712;1;146.481;190.556;177.963;55;79.6914;75.3704;79.5093;1.97222;1.97222;0.419444;19.6306;11.5028
184;7.08943;6.65793;72.5238;72.5238;1;77.2222;83.5185;159.074;34.6296;40.1852;34.0123;7.86111;72.6389;76.5648;17.9065;15.4435;13.4731
185;7.09966;6.65793;70.8938;70.8938;1;133.889;159.074;89.8148;43.8889;38.3333;40.1852;10.8056;25.5278;63.8056;15.9361;13.7194;8.54722
186;118.756;6.65793;23.4105;23.4105;1;140.185;196.852;108.704;79.0741;61.1728;79.0741;44.1759;52.0278;0.990741;0.173148;17.9065;5.59167
187;100.974;6.65793;53.0873;53.0873;1;31.0494;49.9383;198.951;30.3086;48.2099;53.1481;68.713;0.990741;52.0278;7.06944;19.6306;13.4731
188;123.804;6.65793;27.8871;27.8871;1;64.6296;58.3333;115;71.6667;55;38.9506;66.75;1.97222;4.91667;10.7639;14.4583;14.9509
189;115.174;6.65793;26.778;26.778;1;58.3333;133.889;58.3333;66.1111;71.6667;71.6667;54.9722;78.5278;40.25;2.63611;19.3843;13.7194
190;7.77983;6.65793;74.345;74.345;1;33.1481;70.9259;196.852;53.1481;30.9259;30.3086;62.8241;19.6389;79.5093;19.3843;6.33056;13.7194
191;7.08437;6.65793;72.4052;72.4052;1;64.6296;173.765;39.4444;40.1852;38.3333;38.3333;16.6944;34.3611;63.8056;0.419444;0.419444;4.85278
192;113.102;6.65793;46.2068;46.2068;1;31.0494;33.1481;142.284;30.9259;38.3333;63.642;36.3241;8.84259;78.5278;8.54722;13.2269;0.173148
193;120.387;6.65793;23.5812;23.5812;1;133.889;52.037;96.1111;77.2222;60.5556;53.1481;49.0833;47.1204;1.97222;2.63611;8.54722;13.7194
194;6.73936;6.65793;70.4821;70.4821;1;58.3333;33.1481;171.667;38.3333;49.4444;32.7778;75.5833;22.5833;75.5833;12.2417;18.8917;7.80833
195;98.8983;6.65793;35.271;35.271;1;58.3333;54.1358;198.951;50.679;53.1481;64.2593;4.91667;18.6574;52.0278;8.54722;19.8769;14.9509
196;112.414;6.65793;35.2307;35.2308;1;115;33.1481;52.037;47.5926;30.3086;79.0741;15.713;78.5278;69.6944;19.8769;0.419444;19.6306
197;106.826;6.65793;37.2292;37.2292;1;142.284;64.6296;31.0494;55.6173;34.0123;61.1728;45.1574;25.5278;61.8426;15.1972;0.419444;12.9806
198;97.4965;6.65793;24.4853;24.4853;1;140.185;142.284;49.9383;73.5185;79.0741;59.321;49.0833;79.5093;0.990741;0.173148;19.6306;0.173148
199;127.263;6.65793;24.6796;24.6796;1;117.099;119.198;33.1481;72.284;73.5185;63.0247;34.3611;72.6389;1.97222;4.60648;14.212;2.14352
200;98.3065;6.65793;25.3742;25.3742;1;58.3333;115;152.778;77.2222;38.3333;55;66.75;4.91667;22.5833;4.11389;10.025;13.7194
